PLAYER,TEAM,GP,W,L,MIN,DRIVES,FGM,FGA,FG%,FTM,FTA,FT%,PTS,PTS%,PASS,PASS%,AST,AST%,TO,TOV%,PF,PF%
Gary Harris,ORL,61,16,45,1730,224,52,105,49.5,7,9,77.8,112,50,88,39.3,24,10.7,20,8.9,4,1.8
Gary Payton II,GSW,70,47,23,1234,30,5,9,55.6,2,4,50,12,40,16,53.3,2,6.7,2,6.7,2,6.7
Gary Trent Jr.,TOR,70,44,26,2448,318,89,209,42.6,35,40,87.5,213,67,75,23.6,19,6,12,3.8,19,6
George Hill,MIL,54,36,18,1253,181,31,76,40.8,13,14,92.9,76,42,81,44.8,23,12.7,14,7.7,7,3.9
George King,DAL,4,2,2,19,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georges Niang,PHI,76,48,28,1736,229,51,103,49.5,23,25,92,130,56.8,91,39.7,18,7.9,17,7.4,13,5.7
Georgios Kalaitzakis,OKC,13,8,5,213,30,5,12,41.7,1,2,50,12,40,8,26.7,1,3.3,8,26.7,1,3.3
Giannis Antetokounmpo,MIL,67,45,22,2204,782,183,301,60.8,158,226,69.9,542,69.3,264,33.8,75,9.6,60,7.7,113,14.5
Goga Bitadze,IND,50,17,33,729,17,5,7,71.4,2,2,100,12,70.6,6,35.3,1,5.9,2,11.8,1,5.9
Goran Dragic,BKN,21,10,11,498,138,26,53,49.1,11,14,78.6,63,45.7,69,50,10,7.2,7,5.1,7,5.1
Gordon Hayward,CHA,48,26,22,1529,400,60,152,39.5,44,51,86.3,168,42,175,43.8,41,10.3,26,6.5,25,6.3
Gorgui Dieng,ATL,44,23,21,371,20,2,9,22.2,0,0,0,5,25,10,50,1,5,1,5,0,0
Grant Williams,BOS,76,49,27,1860,121,20,44,45.5,22,25,88,65,53.7,52,43,11,9.1,10,8.3,12,9.9
Grayson Allen,MIL,66,43,23,1805,289,52,113,46,21,26,80.8,126,43.6,139,48.1,24,8.3,17,5.9,13,4.5
Greg Brown III,POR,48,14,34,640,62,5,22,22.7,15,21,71.4,24,38.7,20,32.3,7,11.3,7,11.3,10,16.1
Greg Monroe,MIN,14,7,7,195,6,1,2,50,0,2,0,2,33.3,1,16.7,1,16.7,0,0,1,16.7
Hamidou Diallo,DET,57,14,43,1244,287,87,176,49.4,30,48,62.5,207,72.1,60,20.9,10,3.5,17,5.9,23,8
Harrison Barnes,SAC,76,26,50,2550,613,117,242,48.3,145,174,83.3,397,64.8,223,36.4,58,9.5,45,7.3,88,14.4
Hassan Whiteside,UTA,65,40,25,1162,13,6,8,75,2,2,100,14,107.7,2,15.4,1,7.7,2,15.4,1,7.7
Hassani Gravett,ORL,8,2,6,171,24,5,8,62.5,0,0,0,10,41.7,13,54.2,1,4.2,2,8.3,0,0
Haywood Highsmith,MIA,19,13,6,163,8,3,4,75,0,0,0,6,75,3,37.5,1,12.5,1,12.5,0,0
Herbert Jones,NOP,77,35,42,2298,292,63,137,46,42,48,87.5,174,59.6,100,34.2,19,6.5,26,8.9,24,8.2
Ignas Brazdeikis,ORL,42,9,33,536,148,27,57,47.4,11,16,68.8,65,43.9,73,49.3,18,12.2,4,2.7,8,5.4
Immanuel Quickley,NYK,77,34,43,1777,573,102,222,45.9,61,69,88.4,275,48,270,47.1,74,12.9,34,5.9,33,5.8
Isaac Bonga,TOR,15,9,6,69,3,0,1,0,1,2,50,1,33.3,1,33.3,0,0,0,0,1,33.3
Isaac Okoro,CLE,67,34,33,1981,222,40,96,41.7,26,35,74.3,105,47.3,88,39.6,25,11.3,14,6.3,17,7.7
Isaiah Hartenstein,LAC,68,37,31,1216,77,16,37,43.2,13,22,59.1,45,58.4,22,28.6,5,6.5,3,3.9,11,14.3
Isaiah Jackson,IND,36,9,27,541,13,3,9,33.3,2,2,100,8,61.5,2,15.4,0,0,1,7.7,1,7.7
Isaiah Joe,PHI,55,35,20,609,52,5,13,38.5,0,0,0,12,23.1,30,57.7,3,5.8,5,9.6,0,0
Isaiah Livers,DET,19,8,11,383,32,6,9,66.7,5,6,83.3,18,56.3,16,50,2,6.3,3,9.4,3,9.4
Isaiah Roby,OKC,45,10,35,948,106,22,50,44,13,26,50,59,55.7,31,29.2,7,6.6,7,6.6,13,12.3
Isaiah Stewart,DET,70,21,49,1795,23,6,13,46.2,3,4,75,15,65.2,6,26.1,0,0,2,8.7,2,8.7
Isaiah Thomas,CHA,22,12,10,333,111,24,56,42.9,9,10,90,57,51.4,39,35.1,6,5.4,6,5.4,5,4.5
Isaiah Todd,WAS,12,1,11,74,7,1,3,33.3,0,2,0,2,28.6,0,0,0,0,2,28.6,1,14.3
Ish Smith,WAS,64,27,37,1114,536,77,173,44.5,8,12,66.7,163,30.4,322,60.1,85,15.9,25,4.7,6,1.1
Ish Wainright,PHX,44,35,9,348,28,9,13,69.2,0,2,0,18,64.3,13,46.4,2,7.1,0,0,1,3.6
Ivica Zubac,LAC,76,40,36,1852,17,7,11,63.6,3,4,75,17,100,3,17.6,0,0,1,5.9,2,11.8
JT Thor,CHA,33,18,15,262,24,4,8,50,8,11,72.7,16,66.7,6,25,0,0,3,12.5,5,20.8
Ja Morant,MEM,56,35,21,1864,1170,321,630,51,165,212,77.8,828,70.8,333,28.5,89,7.6,78,6.7,106,9.1
JaMychal Green,DEN,67,36,31,1085,17,2,6,33.3,2,2,100,6,35.3,8,47.1,2,11.8,2,11.8,1,5.9
JaQuori McLaughlin,DAL,4,2,2,11,1,0,0,0,0,0,0,0,0,1,100,1,100,0,0,0,0
JaVale McGee,PHX,74,57,17,1172,55,16,38,42.1,5,6,83.3,38,69.1,4,7.3,0,0,7,12.7,3,5.5
Jabari Parker,BOS,12,4,8,112,12,0,4,0,2,2,100,2,16.7,3,25,0,0,3,25,1,8.3
Jaden McDaniels,MIN,70,40,30,1803,206,57,106,53.8,11,12,91.7,134,65,73,35.4,19,9.2,17,8.3,6,2.9
Jaden Springer,PHI,2,2,0,6,1,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0
Jae Crowder,PHX,67,54,13,1886,96,31,54,57.4,12,16,75,77,80.2,27,28.1,5,5.2,5,5.2,8,8.3
Jae'Sean Tate,HOU,78,19,59,2056,407,100,197,50.8,28,41,68.3,229,56.3,148,36.4,22,5.4,28,6.9,21,5.2
Jahmi'us Ramsey,SAC,19,2,17,134,38,7,21,33.3,5,8,62.5,19,50,10,26.3,2,5.3,1,2.6,4,10.5
Jaime Echenique,WAS,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jake Layman,MIN,34,20,14,231,22,3,11,27.3,3,4,75,10,45.5,8,36.4,4,18.2,1,4.5,2,9.1
Jakob Poeltl,SAS,68,30,38,1970,65,18,31,58.1,3,10,30,39,60,23,35.4,9,13.8,5,7.7,5,7.7
Jalen Brunson,DAL,79,50,29,2524,1078,286,504,56.7,75,83,90.4,664,61.6,449,41.7,96,8.9,49,4.5,42,3.9
Jalen Green,HOU,67,12,55,2138,590,118,252,46.8,95,120,79.2,344,58.3,199,33.7,37,6.3,56,9.5,59,10
Jalen Johnson,ATL,22,14,8,120,19,5,10,50,2,2,100,12,63.2,7,36.8,0,0,1,5.3,1,5.3
Jalen McDaniels,CHA,54,34,20,881,167,29,61,47.5,29,38,76.3,88,52.7,63,37.7,16,9.6,16,9.6,19,11.4
Jalen Smith,IND,50,28,22,891,39,10,23,43.5,7,8,87.5,27,69.2,7,17.9,3,7.7,5,12.8,4,10.3
Jalen Suggs,ORL,48,16,32,1307,430,68,177,38.4,52,70,74.3,194,45.1,156,36.3,37,8.6,51,11.9,35,8.1
James Bouknight,CHA,30,15,15,301,81,14,44,31.8,12,14,85.7,40,49.4,26,32.1,6,7.4,2,2.5,7,8.6
James Ennis III,DEN,7,3,4,56,9,3,6,50,0,0,0,6,66.7,2,22.2,1,11.1,1,11.1,0,0
James Harden,PHI,65,40,25,2420,1038,179,382,46.9,209,241,86.7,593,57.1,429,41.3,126,12.1,73,7,122,11.8
James Johnson,BKN,62,30,32,1191,180,55,95,57.9,13,25,52,127,70.6,57,31.7,16,8.9,12,6.7,13,7.2
Jamorko Pickett,DET,13,4,9,176,5,0,2,0,0,0,0,0,0,2,40,0,0,0,0,0,0
Jared Butler,UTA,42,31,11,360,110,22,43,51.2,5,6,83.3,49,44.5,54,49.1,16,14.5,7,6.4,3,2.7
Jared Harper,NOP,5,2,3,43,16,5,8,62.5,0,0,0,11,68.8,6,37.5,0,0,0,0,0,0
Jaren Jackson Jr.,MEM,77,52,25,2100,432,127,289,43.9,100,126,79.4,367,85,43,10,11,2.5,26,6,63,14.6
Jarred Vanderbilt,MIN,74,41,33,1881,42,5,13,38.5,1,2,50,11,26.2,21,50,0,0,7,16.7,1,2.4
Jarrett Allen,CLE,56,35,21,1810,62,26,34,76.5,5,8,62.5,62,100,17,27.4,2,3.2,3,4.8,4,6.5
Jarrett Culver,MEM,36,27,9,333,85,15,35,42.9,6,16,37.5,37,43.5,31,36.5,5,5.9,6,7.1,8,9.4
Jarron Cumberland,POR,3,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Javin DeLaurier,MIL,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Javonte Green,CHI,65,38,27,1519,81,27,48,56.3,19,22,86.4,76,93.8,13,16,2,2.5,5,6.2,12,14.8
Javonte Smart,MIA,17,11,6,200,33,5,16,31.3,0,0,0,10,30.3,14,42.4,3,9.1,3,9.1,0,0
Jaxson Hayes,NOP,69,28,41,1386,55,12,27,44.4,21,24,87.5,45,81.8,12,21.8,2,3.6,4,7.3,12,21.8
Jay Huff,LAL,4,0,4,20,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jay Scrubb,LAC,17,8,9,119,18,4,8,50,2,4,50,10,55.6,7,38.9,2,11.1,1,5.6,2,11.1
Jaylen Brown,BOS,65,43,22,2186,719,160,312,51.3,87,115,75.7,417,58,285,39.6,68,9.5,42,5.8,58,8.1
Jaylen Hoard,OKC,7,2,5,240,48,9,23,39.1,3,6,50,23,47.9,18,37.5,4,8.3,2,4.2,3,6.3
Jaylen Morris,SAS,3,0,3,16,6,0,3,0,0,0,0,0,0,2,33.3,2,33.3,1,16.7,0,0
Jaylen Nowell,MIN,62,37,25,975,272,75,160,46.9,30,36,83.3,187,68.8,82,30.1,20,7.4,7,2.6,18,6.6
Jaysean Paige,DET,1,1,0,7,1,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0
Jayson Tatum,BOS,75,49,26,2691,853,197,404,48.8,155,170,91.2,566,66.4,274,32.1,67,7.9,60,7,84,9.8
Jeff Dowtin Jr.,ORL,9,4,5,108,22,1,6,16.7,0,0,0,2,9.1,14,63.6,3,13.6,2,9.1,0,0
Jeff Green,DEN,75,44,31,1849,111,34,58,58.6,38,47,80.9,110,99.1,19,17.1,5,4.5,6,5.4,24,21.6
Jemerrio Jones,LAL,2,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jerami Grant,DET,47,11,36,1500,391,82,167,49.1,65,76,85.5,237,60.6,130,33.2,25,6.4,28,7.2,39,10
Jeremiah Robinson-Earl,OKC,49,15,34,1087,32,5,14,35.7,2,4,50,12,37.5,13,40.6,3,9.4,3,9.4,2,6.3
Jeremy Lamb,SAC,56,23,33,936,227,46,110,41.8,38,48,79.2,137,60.4,80,35.2,23,10.1,11,4.8,24,10.6
Jericho Sims,NYK,41,19,22,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jevon Carter,MIL,66,39,27,905,82,7,23,30.4,1,2,50,15,18.3,52,63.4,10,12.2,5,6.1,1,1.2
Jimmy Butler,MIA,57,38,19,1931,764,137,277,49.5,149,176,84.7,435,56.9,341,44.6,80,10.5,38,5,88,11.5
Jock Landale,SAS,54,24,30,589,6,0,1,0,3,4,75,3,50,3,50,0,0,0,0,2,33.3
Joe Harris,BKN,14,10,4,423,56,8,23,34.8,3,4,75,19,33.9,21,37.5,3,5.4,7,12.5,2,3.6
Joe Ingles,POR,45,28,17,1122,170,33,50,66,5,10,50,72,42.4,97,57.1,22,12.9,14,8.2,5,2.9
Joe Johnson,BOS,1,1,0,2,1,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0
Joe Wieskamp,SAS,29,11,18,205,9,1,3,33.3,2,2,100,4,44.4,5,55.6,0,0,0,0,1,11.1
Joel Ayayi,WAS,7,1,6,20,4,0,3,0,0,0,0,0,0,1,25,1,25,0,0,0,0
Joel Embiid,PHI,68,45,23,2296,357,108,180,60,107,139,77,335,93.8,64,17.9,15,4.2,31,8.7,70,19.6
John Collins,ATL,54,26,28,1663,120,34,60,56.7,16,20,80,87,72.5,37,30.8,8,6.7,7,5.8,10,8.3
John Konchar,MEM,72,48,24,1292,87,18,29,62.1,5,6,83.3,41,47.1,47,54,7,8,7,8,3,3.4
Jon Teske,MEM,2,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonas Valanciunas,NOP,73,33,40,2209,97,20,48,41.7,12,14,85.7,55,56.7,24,24.7,5,5.2,11,11.3,7,7.2
Jonathan Kuminga,GSW,69,44,25,1165,208,59,101,58.4,40,62,64.5,161,77.4,57,27.4,7,3.4,15,7.2,31,14.9
Jordan Bell,CHI,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan Clarkson,UTA,79,47,32,2141,799,218,409,53.3,54,64,84.4,512,64.1,272,34,67,8.4,61,7.6,32,4
Jordan Goodwin,WAS,2,1,1,6,2,0,1,0,0,0,0,0,0,1,50,0,0,0,0,0,0
Jordan McLaughlin,MIN,62,36,26,902,171,19,59,32.2,10,14,71.4,50,29.2,91,53.2,26,15.2,7,4.1,7,4.1
Jordan Nwora,MIL,62,34,28,1185,175,44,97,45.4,17,20,85,105,60,51,29.1,13,7.4,11,6.3,10,5.7
Jordan Poole,GSW,75,49,26,2251,612,146,266,54.9,89,95,93.7,393,64.2,239,39.1,61,10,43,7,48,7.8
Jordan Schakel,WAS,4,1,3,30,2,0,1,0,0,0,0,0,0,1,50,0,0,0,0,0,0
Jose Alvarado,NOP,53,24,29,823,280,63,114,55.3,17,30,56.7,144,51.4,132,47.1,37,13.2,13,4.6,15,5.4
Josh Christopher,HOU,74,18,56,1334,337,72,155,46.5,31,44,70.5,177,52.5,118,35,27,8,29,8.6,22,6.5
Josh Giddey,OKC,54,17,37,1700,640,109,247,44.1,24,30,80,244,38.1,318,49.7,67,10.5,43,6.7,15,2.3
Josh Green,DAL,67,44,23,1039,155,24,55,43.6,6,10,60,56,36.1,79,51,22,14.2,14,9,5,3.2
Josh Hart,POR,53,19,34,1757,357,89,154,57.8,35,46,76.1,223,62.5,151,42.3,42,11.8,21,5.9,24,6.7
Josh Jackson,SAC,50,12,38,814,122,21,51,41.2,7,12,58.3,51,41.8,46,37.7,10,8.2,12,9.8,6,4.9
Josh Okogie,MIN,49,23,26,516,52,8,19,42.1,8,12,66.7,26,50,20,38.5,4,7.7,5,9.6,6,11.5
Josh Richardson,SAS,64,38,26,1584,309,58,140,41.4,21,25,84,139,45,125,40.5,20,6.5,23,7.4,11,3.6
Joshua Primo,SAS,50,22,28,965,197,23,66,34.8,17,21,81,64,32.5,99,50.3,14,7.1,12,6.1,10,5.1
Jrue Holiday,MIL,67,47,20,2207,872,184,355,51.8,73,95,76.8,446,51.1,383,43.9,103,11.8,66,7.6,48,5.5
Juan Toscano-Anderson,GSW,73,51,22,994,151,25,49,51,10,20,50,61,40.4,73,48.3,20,13.2,13,8.6,10,6.6
Juancho Hernangomez,UTA,40,20,20,445,32,2,8,25,7,10,70,11,34.4,17,53.1,3,9.4,1,3.1,5,15.6
Julius Randle,NYK,71,31,40,2506,642,120,251,47.8,71,97,73.2,324,50.5,269,41.9,57,8.9,55,8.6,49,7.6
Justin Anderson,IND,16,3,13,316,33,6,11,54.5,5,8,62.5,21,63.6,16,48.5,9,27.3,2,6.1,4,12.1
Justin Champagnie,TOR,36,21,15,281,8,2,4,50,0,0,0,4,50,2,25,0,0,2,25,0,0
Justin Holiday,SAC,74,25,49,2057,141,11,27,40.7,6,8,75,28,19.9,85,60.3,23,16.3,18,12.8,4,2.8
Justin Jackson,PHX,6,5,1,31,4,0,2,0,0,0,0,0,0,1,25,0,0,1,25,0,0
Justin Robinson,DET,24,13,11,295,44,3,13,23.1,0,2,0,6,13.6,25,56.8,7,15.9,3,6.8,1,2.3
Justise Winslow,POR,47,24,23,761,113,18,42,42.9,5,8,62.5,41,36.3,53,46.9,12,10.6,10,8.8,4,3.5
Jusuf Nurkic,POR,56,25,31,1578,46,13,24,54.2,11,18,61.1,37,80.4,5,10.9,1,2.2,7,15.2,9,19.6
Juwan Morgan,BOS,2,1,1,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KZ Okpala,MIA,21,14,7,244,29,3,9,33.3,2,2,100,8,27.6,19,65.5,2,6.9,0,0,1,3.4
Kai Jones,CHA,20,14,6,61,7,0,2,0,2,2,100,2,28.6,1,14.3,1,14.3,3,42.9,1,14.3
Karl-Anthony Towns,MIN,74,44,30,2475,586,172,295,58.3,117,145,80.7,485,82.8,144,24.6,24,4.1,52,8.9,72,12.3
Keifer Sykes,IND,32,6,26,566,108,11,39,28.2,4,4,100,26,24.1,50,46.3,8,7.4,17,15.7,2,1.9
Keita Bates-Diop,SAS,59,23,36,957,79,13,42,31,7,8,87.5,34,43,18,22.8,4,5.1,13,16.5,4,5.1
Kelan Martin,BOS,30,14,16,450,72,18,41,43.9,4,4,100,40,55.6,26,36.1,4,5.6,3,4.2,2,2.8
Keldon Johnson,SAS,75,33,42,2392,603,153,347,44.1,71,95,74.7,390,64.7,158,26.2,40,6.6,37,6.1,47,7.8
Keljin Blevins,POR,31,4,27,349,35,5,14,35.7,3,4,75,13,37.1,15,42.9,1,2.9,4,11.4,2,5.7
Kelly Olynyk,DET,40,13,27,764,103,13,30,43.3,9,14,64.3,37,35.9,51,49.5,13,12.6,8,7.8,7,6.8
Kelly Oubre Jr.,CHA,75,39,36,1985,271,79,165,47.9,42,60,70,204,75.3,53,19.6,11,4.1,18,6.6,30,11.1
Kemba Walker,NYK,37,16,21,948,273,50,107,46.7,26,30,86.7,130,47.6,127,46.5,33,12.1,18,6.6,15,5.5
Kenrich Williams,OKC,49,17,32,1072,203,31,62,50,12,18,66.7,74,36.5,108,53.2,25,12.3,15,7.4,9,4.4
Kent Bazemore,LAL,39,16,23,545,38,5,15,33.3,0,0,0,10,26.3,16,42.1,7,18.4,5,13.2,0,0
Kentavious Caldwell-Pope,WAS,77,34,43,2329,272,49,120,40.8,41,48,85.4,144,52.9,94,34.6,24,8.8,25,9.2,25,9.2
Kenyon Martin Jr.,HOU,79,20,59,1656,190,45,92,48.9,15,24,62.5,109,57.4,70,36.8,17,8.9,12,6.3,11,5.8
Keon Johnson,POR,36,8,28,694,183,34,85,40,17,18,94.4,85,46.4,64,35,17,9.3,16,8.7,9,4.9
Kessler Edwards,BKN,48,22,26,987,37,7,17,41.2,7,8,87.5,22,59.5,10,27,1,2.7,5,13.5,4,10.8
Kevin Durant,BKN,55,36,19,2047,537,155,285,54.4,76,82,92.7,390,72.6,164,30.5,41,7.6,31,5.8,41,7.6
Kevin Huerter,ATL,74,40,34,2188,312,82,176,46.6,15,16,93.8,181,58,94,30.1,24,7.7,26,8.3,8,2.6
Kevin Knox II,ATL,30,18,12,222,22,3,10,30,4,6,66.7,10,45.5,7,31.8,1,4.5,1,4.5,3,13.6
Kevin Love,CLE,74,38,36,1665,62,15,32,46.9,4,4,100,35,56.5,15,24.2,1,1.6,8,12.9,2,3.2
Kevin Pangos,CLE,24,16,8,166,51,8,18,44.4,0,0,0,16,31.4,28,54.9,6,11.8,1,2,0,0
Kevin Porter Jr.,HOU,61,16,45,1907,574,98,214,45.8,48,70,68.6,251,43.7,245,42.7,68,11.8,58,10.1,35,6.1
Kevon Looney,GSW,81,53,28,1713,57,12,34,35.3,6,8,75,30,52.6,17,29.8,4,7,1,1.8,4,7
Khem Birch,TOR,55,34,21,991,21,4,6,66.7,6,10,60,14,66.7,7,33.3,2,9.5,2,9.5,5,23.8
Khris Middleton,MIL,66,44,22,2141,526,104,208,50,44,52,84.6,258,49,232,44.1,56,10.6,41,7.8,26,4.9
Killian Hayes,DET,65,21,44,1617,413,68,161,42.2,24,26,92.3,161,39,212,51.3,44,10.7,24,5.8,13,3.1
Killian Tillie,MEM,35,26,9,441,40,7,20,35,0,0,0,14,35,15,37.5,2,5,3,7.5,0,0
Kira Lewis Jr.,NOP,24,6,18,341,108,28,54,51.9,5,6,83.3,61,56.5,42,38.9,13,12,6,5.6,3,2.8
Klay Thompson,GSW,32,17,15,941,185,39,87,44.8,18,18,100,97,52.4,76,41.1,24,13,9,4.9,9,4.9
Kris Dunn,POR,14,1,13,336,126,20,43,46.5,9,10,90,53,42.1,58,46,16,12.7,15,11.9,5,4
Kristaps Porzingis,WAS,51,26,25,1481,138,39,78,50,27,30,90,108,78.3,36,26.1,6,4.3,8,5.8,15,10.9
Kyle Anderson,MEM,69,46,23,1484,259,66,152,43.4,15,22,68.2,151,58.3,77,29.7,17,6.6,15,5.8,11,4.2
Kyle Guy,MIA,19,15,4,186,44,6,18,33.3,1,2,50,14,31.8,17,38.6,7,15.9,8,18.2,1,2.3
Kyle Kuzma,WAS,66,29,37,2204,540,131,263,49.8,72,96,75,339,62.8,179,33.1,58,10.7,41,7.6,49,9.1
Kyle Lowry,MIA,63,41,22,2133,452,73,133,54.9,41,48,85.4,190,42,254,56.2,64,14.2,26,5.8,24,5.3
Kyrie Irving,BKN,29,14,15,1092,345,112,213,52.6,34,36,94.4,268,77.7,84,24.3,20,5.8,18,5.2,18,5.2
LaMarcus Aldridge,BKN,47,26,21,1050,16,7,11,63.6,0,0,0,15,93.8,3,18.8,1,6.3,0,0,0,0
LaMelo Ball,CHA,74,39,35,2391,1024,197,444,44.4,75,84,89.3,481,47,432,42.2,120,11.7,69,6.7,42,4.1
Lamar Stevens,CLE,63,35,28,1015,152,46,93,49.5,14,18,77.8,108,71.1,37,24.3,7,4.6,11,7.2,9,5.9
Lance Stephenson,IND,46,11,35,814,246,66,113,58.4,43,54,79.6,179,72.8,76,30.9,26,10.6,23,9.3,27,11
Landry Shamet,PHX,69,53,16,1437,180,27,72,37.5,10,14,71.4,66,36.7,83,46.1,18,10,13,7.2,7,3.9
Langston Galloway,MIL,7,4,3,107,8,1,2,50,0,0,0,2,25,5,62.5,3,37.5,1,12.5,0,0
Larry Nance Jr.,NOP,46,19,27,1040,32,6,18,33.3,5,8,62.5,18,56.3,7,21.9,1,3.1,3,9.4,4,12.5
Lauri Markkanen,CLE,61,32,29,1878,142,34,73,46.6,18,21,85.7,90,63.4,42,29.6,5,3.5,9,6.3,11,7.7
LeBron James,LAL,56,25,31,2084,485,119,214,55.6,68,92,73.9,321,66.2,173,35.7,44,9.1,34,7,46,9.5
Leandro Bolmaro,MIN,35,19,16,241,50,5,13,38.5,2,4,50,12,24,31,62,5,10,4,8,2,4
Lindell Wigginton,MIL,19,11,8,199,46,7,16,43.8,6,11,54.5,21,45.7,19,41.3,7,15.2,5,10.9,6,13
Lindy Waters III,OKC,25,6,19,465,25,2,8,25,1,2,50,5,20,13,52,2,8,3,12,1,4
Lonnie Walker IV,SAS,70,27,43,1612,406,84,160,52.5,65,81,80.2,237,58.4,174,42.9,49,12.1,26,6.4,41,10.1
Lonzo Ball,CHI,35,22,13,1212,142,16,45,35.6,6,9,66.7,38,26.8,69,48.6,14,9.9,17,12,5,3.5
Lou Williams,ATL,56,33,23,799,276,44,118,37.3,31,38,81.6,123,44.6,112,40.6,27,9.8,19,6.9,19,6.9
Louis King,SAC,10,2,8,104,14,3,9,33.3,0,0,0,6,42.9,4,28.6,1,7.1,0,0,0,0
Luguentz Dort,OKC,51,17,34,1665,538,85,192,44.3,80,93,86,254,47.2,238,44.2,44,8.2,43,8,47,8.7
Luka Doncic,DAL,65,44,21,2301,1440,295,532,55.5,197,257,76.7,814,56.5,622,43.2,188,13.1,105,7.3,128,8.9
Luka Garza,DET,31,3,28,371,13,4,7,57.1,3,4,75,12,92.3,4,30.8,0,0,0,0,2,15.4
Luke Kennard,LAC,70,35,35,1919,184,40,84,47.6,5,8,62.5,88,47.8,80,43.5,29,15.8,9,4.9,4,2.2
Luke Kornet,BOS,15,11,4,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MJ Walker,PHX,2,1,1,8,3,0,1,0,0,0,0,0,0,2,66.7,1,33.3,0,0,0,0
Mac McClung,LAL,2,2,0,24,6,0,0,0,0,0,0,0,0,4,66.7,1,16.7,2,33.3,0,0
Malachi Flynn,TOR,44,25,19,537,127,24,47,51.1,6,10,60,55,43.3,69,54.3,12,9.4,3,2.4,5,3.9
Malcolm Brogdon,IND,36,14,22,1206,659,133,246,54.1,67,79,84.8,341,51.7,322,48.9,85,12.9,28,4.2,39,5.9
Malcolm Hill,CHI,19,8,11,212,5,1,1,100,0,0,0,3,60,3,60,0,0,1,20,0,0
Malik Beasley,MIN,79,46,33,1976,161,29,79,36.7,9,10,90,69,42.9,66,41,18,11.2,9,5.6,5,3.1
Malik Fitts,BOS,15,13,2,63,10,1,5,20,0,0,0,2,20,4,40,2,20,1,10,0,0
Malik Monk,LAL,76,32,44,2138,534,84,168,50,21,26,80.8,195,36.5,302,56.6,74,13.9,38,7.1,13,2.4
Malik Newman,CLE,1,0,1,8,4,2,2,100,2,2,100,6,150,1,25,0,0,0,0,1,25
Mamadi Diakite,OKC,13,4,9,188,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcus Garrett,MIA,12,11,1,128,14,1,9,11.1,0,0,0,2,14.3,5,35.7,1,7.1,0,0,0,0
