PLAYER,TEAM,GP,W,L,MIN,DRIVES,FGM,FGA,FG%,FTM,FTA,FT%,PTS,PTS%,PASS,PASS%,AST,AST%,TO,TOV%,PF,PF%
Marcus Morris Sr.,LAC,53,26,27,1529,197,64,119,53.8,22,26,84.6,154,78.2,48,24.4,13,6.6,15,7.6,13,6.6
Marcus Smart,BOS,70,47,23,2265,608,109,226,48.2,65,80,81.3,288,47.4,278,45.7,83,13.7,38,6.3,40,6.6
Markelle Fultz,ORL,18,6,12,360,189,42,85,49.4,7,9,77.8,94,49.7,77,40.7,21,11.1,17,9,4,2.1
Markieff Morris,MIA,17,10,7,298,14,4,9,44.4,1,2,50,9,64.3,3,21.4,1,7.1,1,7.1,1,7.1
Marko Simonovic,CHI,9,4,5,35,2,0,0,0,4,4,100,4,200,0,0,0,0,0,0,2,100
Markus Howard,DEN,31,17,14,177,28,5,17,29.4,3,4,75,13,46.4,8,28.6,3,10.7,0,0,2,7.1
Marquese Chriss,DAL,34,24,10,346,15,4,8,50,3,6,50,11,73.3,3,20,1,6.7,0,0,3,20
Marvin Bagley III,DET,48,17,31,1146,116,36,77,46.8,10,18,55.6,86,74.1,21,18.1,1,0.9,6,5.2,9,7.8
Mason Jones,LAL,4,2,2,51,9,3,4,75,3,4,75,10,111.1,3,33.3,1,11.1,0,0,2,22.2
Mason Plumlee,CHA,72,40,32,1771,100,22,37,59.5,9,16,56.3,54,54,44,44,12,12,8,8,8,8
Matisse Thybulle,PHI,66,43,23,1685,54,6,17,35.3,1,2,50,13,24.1,26,48.1,4,7.4,9,16.7,1,1.9
Matt Mooney,NYK,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt Ryan,BOS,1,1,0,5,1,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0
Matt Thomas,CHI,40,23,17,460,17,0,4,0,0,0,0,0,0,10,58.8,1,5.9,2,11.8,0,0
Maurice Harkless,SAC,46,14,32,842,52,15,25,60,9,10,90,41,78.8,19,36.5,3,5.8,2,3.8,5,9.6
Max Strus,MIA,68,46,22,1587,111,18,48,37.5,1,2,50,38,34.2,49,44.1,17,15.3,9,8.1,1,0.9
Maxi Kleber,DAL,59,36,23,1450,72,5,16,31.3,10,12,83.3,21,29.2,40,55.6,8,11.1,8,11.1,6,8.3
McKinley Wright IV,MIN,5,3,2,19,4,1,1,100,0,0,0,2,50,2,50,0,0,1,25,0,0
Melvin Frazier Jr.,OKC,3,0,3,120,33,9,19,47.4,4,4,100,22,66.7,9,27.3,1,3,2,6.1,2,6.1
Micah Potter,DET,3,2,1,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Porter Jr.,DEN,9,5,4,265,22,4,12,33.3,0,0,0,9,40.9,8,36.4,2,9.1,2,9.1,0,0
Mikal Bridges,PHX,81,63,18,2815,357,109,182,59.9,41,46,89.1,270,75.6,122,34.2,31,8.7,18,5,23,6.4
Mike Conley,UTA,72,44,28,2058,871,149,325,45.8,66,84,78.6,373,42.8,433,49.7,115,13.2,46,5.3,42,4.8
Mike Muscala,OKC,43,15,28,593,6,2,5,40,1,2,50,5,83.3,0,0,0,0,0,0,1,16.7
Miles Bridges,CHA,79,41,38,2800,860,218,411,53,132,163,81,588,68.4,293,34.1,54,6.3,51,5.9,82,9.5
Miles McBride,NYK,40,19,21,372,38,6,18,33.3,0,0,0,12,31.6,20,52.6,8,21.1,0,0,0,0
Mitchell Robinson,NYK,71,31,40,1821,2,1,1,100,1,2,50,3,150,0,0,0,0,0,0,1,50
Miye Oni,UTA,16,15,1,44,1,0,0,0,0,0,0,0,0,1,100,1,100,0,0,0,0
Mo Bamba,ORL,71,19,52,1824,39,6,22,27.3,4,6,66.7,17,43.6,8,20.5,2,5.1,4,10.3,3,7.7
Monte Morris,DEN,75,44,31,2239,310,87,160,54.4,14,16,87.5,191,61.6,120,38.7,32,10.3,18,5.8,8,2.6
Montrezl Harrell,CHA,71,36,35,1640,50,14,33,42.4,14,21,66.7,42,84,4,8,1,2,3,6,10,20
Moritz Wagner,ORL,63,16,47,960,111,33,54,61.1,29,36,80.6,99,89.2,28,25.2,7,6.3,9,8.1,18,16.2
Moses Brown,CLE,40,19,21,344,2,1,2,50,0,0,0,2,100,0,0,0,0,0,0,0,0
Moses Moody,GSW,51,35,16,584,69,18,31,58.1,5,8,62.5,42,60.9,26,37.7,5,7.2,7,10.1,4,5.8
Moses Wright,DAL,4,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mychal Mulder,MIA,17,3,14,240,15,3,10,30,2,2,100,8,53.3,2,13.3,0,0,2,13.3,1,6.7
Myles Powell,PHI,11,8,3,52,17,3,8,37.5,0,0,0,6,35.3,8,47.1,1,5.9,1,5.9,0,0
Myles Turner,IND,42,15,27,1235,75,27,51,52.9,16,22,72.7,73,97.3,8,10.7,1,1.3,3,4,11,14.7
Naji Marshall,NOP,55,23,32,736,144,35,70,50,28,32,87.5,100,69.4,40,27.8,16,11.1,17,11.8,16,11.1
Nassir Little,POR,42,19,23,1088,140,32,58,55.2,28,37,75.7,94,67.1,50,35.7,12,8.6,12,8.6,18,12.9
Nate Hinton,IND,2,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathan Knight,MIN,37,22,15,267,37,9,19,47.4,13,16,81.3,31,83.8,8,21.6,1,2.7,1,2.7,8,21.6
Naz Reid,MIN,77,42,35,1215,102,31,53,58.5,12,16,75,76,74.5,26,25.5,5,4.9,12,11.8,8,7.8
Neemias Queta,SAC,15,4,11,120,6,2,3,66.7,1,2,50,5,83.3,0,0,0,0,1,16.7,1,16.7
Nemanja Bjelica,GSW,70,48,22,1121,169,20,53,37.7,21,22,95.5,62,36.7,77,45.6,13,7.7,21,12.4,11,6.5
Nerlens Noel,NYK,25,10,15,562,4,0,1,0,0,0,0,0,0,2,50,1,25,1,25,0,0
Nic Claxton,BKN,47,24,23,974,29,9,17,52.9,5,8,62.5,23,79.3,4,13.8,0,0,4,13.8,4,13.8
Nick Richards,CHA,49,25,24,348,3,0,1,0,0,0,0,0,0,1,33.3,0,0,1,33.3,0,0
Nickeil Alexander-Walker,UTA,64,28,36,1449,466,92,206,44.7,43,58,74.1,230,49.4,185,39.7,48,10.3,27,5.8,29,6.2
Nicolas Batum,LAC,58,31,27,1445,37,10,16,62.5,0,0,0,20,54.1,19,51.4,4,10.8,2,5.4,0,0
Nik Stauskas,BOS,8,7,1,39,4,0,0,0,4,6,66.7,4,100,1,25,0,0,0,0,3,75
Nikola Jokic,DEN,74,46,28,2476,308,93,136,68.4,48,60,80,242,78.6,102,33.1,23,7.5,18,5.8,30,9.7
Nikola Vucevic,CHI,73,41,32,2418,171,34,70,48.6,7,10,70,77,45,75,43.9,14,8.2,15,8.8,5,2.9
Norman Powell,LAC,45,15,30,1458,361,87,182,47.8,63,75,84,247,68.4,106,29.4,21,5.8,26,7.2,38,10.5
Norvel Pelle,UTA,3,0,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O.G. Anunoby,TOR,48,31,17,1728,341,43,122,35.2,20,27,74.1,108,31.7,155,45.5,34,10,29,8.5,14,4.1
Obi Toppin,NYK,71,31,40,1220,124,37,74,50,17,24,70.8,97,78.2,32,25.8,7,5.6,3,2.4,12,9.7
Olivier Sarr,OKC,22,6,16,421,2,0,0,0,0,0,0,0,0,2,100,0,0,0,0,0,0
Omer Yurtseven,MIA,56,39,17,706,7,2,4,50,2,2,100,6,85.7,1,14.3,0,0,0,0,1,14.3
Onyeka Okongwu,ATL,48,26,22,992,9,6,9,66.7,0,0,0,12,133.3,0,0,0,0,0,0,0,0
Oshae Brissett,IND,67,19,48,1564,218,41,107,38.3,46,66,69.7,135,61.9,56,25.7,19,8.7,16,7.3,33,15.1
Otto Porter Jr.,GSW,62,41,21,1372,56,10,28,35.7,13,16,81.3,33,58.9,15,26.8,3,5.4,4,7.1,8,14.3
P.J. Tucker,MIA,71,45,26,1981,81,20,37,54.1,8,10,80,48,59.3,35,43.2,7,8.6,4,4.9,5,6.2
P.J. Washington,CHA,65,33,32,1768,168,32,59,54.2,17,23,73.9,81,48.2,72,42.9,21,12.5,19,11.3,12,7.1
PJ Dozier,DEN,18,9,9,340,45,5,13,38.5,8,10,80,18,40,22,48.9,8,17.8,3,6.7,5,11.1
Paris Bass,PHX,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pascal Siakam,TOR,68,40,28,2578,971,226,428,52.8,119,161,73.9,590,60.8,360,37.1,79,8.1,69,7.1,80,8.2
Pat Connaughton,MIL,65,41,24,1691,123,29,46,63,3,4,75,62,50.4,62,50.4,14,11.4,11,8.9,2,1.6
Patrick Beverley,MIN,58,33,25,1476,328,62,127,48.8,43,55,78.2,168,51.2,156,47.6,39,11.9,14,4.3,28,8.5
Patrick Williams,CHI,17,9,8,422,49,17,24,70.8,12,16,75,48,98,13,26.5,2,4.1,2,4.1,8,16.3
Patty Mills,BKN,81,44,37,2346,210,23,60,38.3,8,8,100,57,27.1,127,60.5,32,15.2,10,4.8,4,1.9
Paul George,LAC,31,18,13,1077,416,75,161,46.6,56,62,90.3,211,50.7,167,40.1,45,10.8,35,8.4,31,7.5
Paul Millsap,PHI,33,22,11,376,45,6,20,30,7,10,70,19,42.2,14,31.1,3,6.7,5,11.1,5,11.1
Paul Reed,PHI,38,21,17,303,29,6,18,33.3,0,0,0,12,41.4,7,24.1,2,6.9,2,6.9,0,0
Paul Watson,OKC,9,2,7,156,17,5,6,83.3,0,0,0,10,58.8,8,47.1,1,5.9,3,17.6,0,0
Payton Pritchard,BOS,71,46,25,1001,173,20,53,37.7,4,4,100,45,26,105,60.7,27,15.6,12,6.9,2,1.2
Petr Cornelie,DEN,13,3,10,38,1,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0
Precious Achiuwa,TOR,73,46,27,1725,194,46,119,38.7,25,36,69.4,120,61.9,32,16.5,8,4.1,20,10.3,18,9.3
Quentin Grimes,NYK,45,20,25,780,42,4,10,40,2,2,100,10,23.8,23,54.8,5,11.9,5,11.9,1,2.4
Quinndary Weatherspoon,GSW,11,8,3,73,10,3,5,60,2,2,100,8,80,4,40,1,10,0,0,1,10
R.J. Hampton,ORL,64,15,49,1402,430,58,174,33.3,28,51,54.9,149,34.7,196,45.6,34,7.9,23,5.3,24,5.6
RJ Barrett,NYK,69,32,37,2384,885,190,456,41.7,120,172,69.8,515,58.2,266,30.1,78,8.8,51,5.8,87,9.8
RJ Nembhard Jr.,CLE,14,6,8,63,29,3,11,27.3,1,2,50,7,24.1,14,48.3,2,6.9,2,6.9,1,3.4
Rajon Rondo,CLE,39,16,23,698,199,30,70,42.9,5,8,62.5,66,33.2,96,48.2,20,10.1,21,10.6,4,2
Raul Neto,WAS,70,29,41,1372,505,118,240,49.2,40,52,76.9,284,56.2,199,39.4,51,10.1,29,5.7,26,5.1
Rayjon Tucker,MIL,5,2,3,71,5,1,1,100,2,2,100,4,80,3,60,1,20,0,0,1,20
Reggie Bullock,DAL,68,44,24,1902,52,11,28,39.3,5,6,83.3,28,53.8,16,30.8,6,11.5,5,9.6,3,5.8
Reggie Jackson,LAC,74,38,36,2305,805,177,388,45.6,66,78,84.6,423,52.5,297,36.9,83,10.3,51,6.3,40,5
Reggie Perry,POR,10,0,10,187,14,3,11,27.3,0,0,0,6,42.9,0,0,0,0,2,14.3,0,0
Richaun Holmes,SAC,44,15,29,1041,24,13,17,76.5,1,2,50,27,112.5,4,16.7,2,8.3,1,4.2,1,4.2
Ricky Rubio,IND,34,20,14,970,429,60,151,39.7,26,28,92.9,148,34.5,221,51.5,58,13.5,32,7.5,14,3.3
Rob Edwards,OKC,2,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert Covington,LAC,71,34,37,1940,130,24,63,38.1,18,20,90,66,50.8,44,33.8,10,7.7,10,7.7,10,7.7
Robert Williams III,BOS,60,40,20,1770,5,0,0,0,1,2,50,1,20,4,80,0,0,0,0,1,20
Robert Woodard II,SAS,12,0,12,42,5,0,3,0,0,0,0,0,0,2,40,0,0,0,0,0,0
Robin Lopez,ORL,36,9,27,612,31,8,17,47.1,4,8,50,21,67.7,4,12.9,2,6.5,4,12.9,4,12.9
Rodney Hood,LAC,52,30,22,709,55,11,25,44,4,4,100,26,47.3,26,47.3,6,10.9,1,1.8,2,3.6
Rodney McGruder,DET,50,13,37,737,69,13,24,54.2,6,10,60,32,46.4,28,40.6,5,7.2,7,10.1,5,7.2
Romeo Langford,SAS,48,24,24,771,95,23,51,45.1,10,16,62.5,58,61.1,27,28.4,5,5.3,5,5.3,8,8.4
Royce O'Neale,UTA,77,46,31,2406,160,23,43,53.5,18,20,90,67,41.9,83,51.9,14,8.8,19,11.9,10,6.3
Rudy Gay,UTA,55,34,21,1038,89,12,47,25.5,17,22,77.3,43,48.3,24,27,4,4.5,7,7.9,11,12.4
Rudy Gobert,UTA,66,42,24,2120,19,4,9,44.4,3,6,50,11,57.9,2,10.5,1,5.3,4,21.1,3,15.8
Rui Hachimura,WAS,42,16,26,944,121,37,71,52.1,7,14,50,86,71.1,28,23.1,1,0.8,9,7.4,7,5.8
Russell Westbrook,LAL,78,31,47,2678,1319,228,469,48.6,129,190,67.9,597,45.3,618,46.9,149,11.3,97,7.4,94,7.1
Ryan Arcidiacono,NYK,10,8,2,76,13,2,2,100,0,0,0,4,30.8,10,76.9,1,7.7,1,7.7,0,0
Saben Lee,DET,36,8,28,588,243,18,49,36.7,26,34,76.5,64,26.3,150,61.7,37,15.2,18,7.4,17,7
Saddiq Bey,DET,81,23,58,2672,457,89,207,43,88,105,83.8,277,60.6,163,35.7,41,9,28,6.1,53,11.6
Sam Dekker,TOR,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam Hauser,BOS,26,20,6,158,4,0,0,0,0,0,0,0,0,4,100,1,25,0,0,0,0
Sam Merrill,MEM,6,2,4,58,8,0,0,0,0,0,0,0,0,7,87.5,2,25,0,0,0,0
Sandro Mamukelashvili,MIL,41,22,19,407,31,7,12,58.3,5,6,83.3,20,64.5,13,41.9,4,12.9,2,6.5,3,9.7
Santi Aldama,MEM,31,19,12,342,42,7,23,30.4,1,2,50,16,38.1,14,33.3,3,7.1,3,7.1,1,2.4
Scottie Barnes,TOR,74,43,31,2617,345,90,198,45.5,28,44,63.6,214,62,90,26.1,14,4.1,26,7.5,22,6.4
Scottie Lewis,CHA,2,1,1,7,1,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0
Scotty Hopson,OKC,1,0,1,18,2,0,1,0,0,0,0,0,0,0,0,0,0,1,50,0,0
Sekou Doumbouya,LAL,2,0,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Semi Ojeleye,LAC,30,14,16,406,28,5,19,26.3,5,6,83.3,15,53.6,5,17.9,0,0,1,3.6,3,10.7
Serge Ibaka,MIL,53,30,23,858,34,9,13,69.2,0,0,0,18,52.9,13,38.2,4,11.8,5,14.7,0,0
Seth Curry,BKN,64,38,26,2134,311,67,120,55.8,8,9,88.9,144,46.3,156,50.2,43,13.8,26,8.4,5,1.6
Shai Gilgeous-Alexander,OKC,56,16,40,1942,1339,283,576,49.1,193,241,80.1,780,58.3,538,40.2,101,7.5,59,4.4,121,9
Shake Milton,PHI,55,34,21,1179,352,84,182,46.2,26,28,92.9,204,58,130,36.9,33,9.4,18,5.1,15,4.3
Shaq Buchanan,MEM,2,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shaquille Harrison,BKN,2,1,1,23,4,1,1,100,0,0,0,2,50,2,50,1,25,1,25,0,0
Sharife Cooper,ATL,13,8,5,39,13,1,6,16.7,0,0,0,2,15.4,6,46.2,0,0,1,7.7,0,0
Skylar Mays,ATL,28,17,11,220,42,12,20,60,3,4,75,28,66.7,15,35.7,3,7.1,3,7.1,2,4.8
Solomon Hill,ATL,13,7,6,139,6,0,2,0,0,0,0,0,0,4,66.7,0,0,0,0,0,0
Spencer Dinwiddie,DAL,67,38,29,1981,694,153,309,49.5,111,139,79.9,438,63.1,267,38.5,69,9.9,32,4.6,69,9.9
Stanley Johnson,LAL,48,16,32,1094,119,29,53,54.7,10,17,58.8,70,58.8,47,39.5,9,7.6,6,5,9,7.6
Stephen Curry,GSW,64,45,19,2211,614,131,255,51.4,73,81,90.1,348,56.7,269,43.8,65,10.6,38,6.2,40,6.5
Sterling Brown,DAL,49,31,18,628,74,14,27,51.9,2,2,100,30,40.5,34,45.9,4,5.4,11,14.9,1,1.4
Steven Adams,MEM,75,50,25,1977,43,11,23,47.8,5,12,41.7,28,65.1,10,23.3,3,7,3,7,6,14
Svi Mykhailiuk,TOR,56,29,27,716,107,14,33,42.4,7,8,87.5,35,32.7,57,53.3,9,8.4,11,10.3,4,3.7
T.J. McConnell,IND,27,9,18,652,308,54,107,50.5,12,12,100,121,39.3,183,59.4,42,13.6,6,1.9,6,1.9
Tacko Fall,CLE,11,4,7,59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taj Gibson,NYK,51,23,28,925,5,0,1,0,2,2,100,2,40,3,60,0,0,0,0,1,20
Talen Horton-Tucker,LAL,60,23,37,1511,424,97,206,47.1,52,59,88.1,246,58,150,35.4,35,8.3,26,6.1,30,7.1
Taurean Prince,MIN,69,40,29,1177,124,35,59,59.3,24,26,92.3,97,78.2,42,33.9,14,11.3,7,5.6,13,10.5
Terance Mann,LAC,80,41,39,2284,381,79,164,48.2,34,45,75.6,198,52,165,43.3,37,9.7,22,5.8,23,6
Terence Davis,SAC,29,10,19,519,113,28,59,47.5,10,10,100,69,61.1,40,35.4,10,8.8,7,6.2,5,4.4
Terrence Ross,ORL,63,14,49,1448,245,70,135,51.9,42,46,91.3,191,78,62,25.3,18,7.3,18,7.3,23,9.4
Terry Rozier,CHA,72,38,34,2427,724,148,301,49.2,38,43,88.4,347,47.9,350,48.3,74,10.2,33,4.6,21,2.9
Terry Taylor,IND,33,7,26,714,52,13,28,46.4,3,4,75,29,55.8,18,34.6,2,3.8,3,5.8,2,3.8
Thaddeus Young,TOR,52,27,25,845,52,19,32,59.4,3,8,37.5,42,80.8,12,23.1,2,3.8,3,5.8,4,7.7
Thanasis Antetokounmpo,MIL,48,26,22,473,46,10,21,47.6,8,10,80,29,63,16,34.8,2,4.3,3,6.5,5,10.9
Theo Maledon,OKC,51,14,37,908,312,50,119,42,43,55,78.2,148,47.4,135,43.3,25,8,22,7.1,28,9
Theo Pinson,DAL,19,14,5,148,9,2,5,40,4,4,100,8,88.9,1,11.1,0,0,1,11.1,2,22.2
Thomas Bryant,WAS,27,8,19,439,10,2,5,40,2,2,100,6,60,3,30,1,10,0,0,1,10
Tim Frazier,CLE,12,1,11,208,40,4,13,30.8,1,2,50,9,22.5,21,52.5,5,12.5,4,10,1,2.5
Tim Hardaway Jr.,DAL,42,24,18,1245,109,24,57,42.1,22,28,78.6,73,67,32,29.4,9,8.3,4,3.7,14,12.8
Timothe Luwawu-Cabarrot,ATL,52,30,22,685,63,5,22,22.7,10,13,76.9,20,31.7,27,42.9,8,12.7,6,9.5,7,11.1
Tobias Harris,PHI,73,45,28,2543,672,180,371,48.5,63,71,88.7,431,64.1,218,32.4,43,6.4,29,4.3,36,5.4
Tomas Satoransky,WAS,55,21,34,906,246,28,68,41.2,20,25,80,81,32.9,149,60.6,40,16.3,13,5.3,13,5.3
Tony Bradley,CHI,55,28,27,549,6,1,4,25,0,0,0,2,33.3,0,0,0,0,1,16.7,0,0
Tony Snell,NOP,53,19,34,823,45,5,15,33.3,0,0,0,11,24.4,24,53.3,8,17.8,4,8.9,0,0
Torrey Craig,PHX,78,36,42,1596,120,23,49,46.9,9,12,75,57,47.5,45,37.5,9,7.5,16,13.3,6,5
Trae Young,ATL,76,40,36,2652,1311,307,616,49.8,123,138,89.1,761,58,511,39,159,12.1,86,6.6,68,5.2
Trayvon Palmer,DET,1,0,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tre Jones,SAS,69,32,37,1148,366,91,173,52.6,35,50,70,221,60.4,148,40.4,28,7.7,14,3.8,25,6.8
Tre Mann,OKC,60,17,43,1367,423,89,211,42.2,23,32,71.9,205,48.5,162,38.3,21,5,29,6.9,16,3.8
Tremont Waters,WAS,3,0,3,50,15,2,4,50,0,0,0,4,26.7,8,53.3,3,20,2,13.3,0,0
Trendon Watford,POR,48,16,32,869,111,28,49,57.1,19,24,79.2,76,68.5,37,33.3,4,3.6,7,6.3,12,10.8
Trent Forrest,UTA,60,36,24,766,300,55,102,53.9,24,31,77.4,136,45.3,149,49.7,34,11.3,24,8,15,5
Trevelin Queen,HOU,10,1,9,74,7,1,2,50,2,2,100,5,71.4,3,42.9,0,0,1,14.3,1,14.3
Trevon Scott,CLE,2,1,1,11,3,2,3,66.7,0,0,0,4,133.3,0,0,0,0,0,0,0,0
Trevor Ariza,LAL,24,8,16,462,28,2,9,22.2,0,0,0,4,14.3,15,53.6,2,7.1,2,7.1,0,0
Trey Burke,DAL,42,24,18,441,131,27,57,47.4,14,16,87.5,68,51.9,57,43.5,10,7.6,5,3.8,8,6.1
Trey Lyles,SAC,74,19,55,1511,284,65,122,53.3,59,79,74.7,202,71.1,97,34.2,17,6,17,6,39,13.7
Trey Murphy III,NOP,62,31,31,864,66,6,28,21.4,8,10,80,21,31.8,28,42.4,6,9.1,4,6.1,5,7.6
Tristan Thompson,CHI,56,19,37,883,43,10,25,40,4,8,50,24,55.8,6,14,3,7,7,16.3,4,9.3
Troy Brown Jr.,CHI,66,37,29,1055,85,12,38,31.6,7,10,70,30,35.3,34,40,9,10.6,7,8.2,4,4.7
Ty Jerome,OKC,48,15,33,801,278,54,111,48.6,21,24,87.5,131,47.1,126,45.3,35,12.6,14,5,12,4.3
Tyler Cook,CHI,20,13,7,200,5,0,3,0,0,0,0,0,0,1,20,0,0,1,20,0,0
Tyler Hall,NYK,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyler Herro,MIA,66,44,22,2151,778,165,363,45.5,73,84,86.9,415,53.3,307,39.5,78,10,49,6.3,42,5.4
Tyler Johnson,SAS,6,2,4,91,3,0,1,0,0,0,0,0,0,2,66.7,1,33.3,0,0,0,0
Tyrell Terry,MEM,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyrese Haliburton,IND,76,25,51,2664,918,139,304,45.7,80,95,84.2,371,40.4,492,53.6,147,16,59,6.4,48,5.2
Tyrese Maxey,PHI,75,45,30,2650,666,217,434,50,79,93,84.9,535,80.3,150,22.5,45,6.8,29,4.4,47,7.1
Tyrone Wallace,NOP,6,4,2,75,10,1,4,25,0,2,0,2,20,5,50,1,10,0,0,1,10
Tyus Jones,MEM,72,50,22,1529,380,106,230,46.1,23,26,88.5,239,62.9,112,29.5,36,9.5,17,4.5,13,3.4
Udoka Azubuike,UTA,17,11,6,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Udonis Haslem,MIA,13,10,3,83,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Usman Garuba,HOU,24,2,22,239,7,0,1,0,1,2,50,1,14.3,5,71.4,1,14.3,0,0,1,14.3
Vernon Carey Jr.,WAS,7,3,4,44,1,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0
Victor Oladipo,MIA,8,4,4,173,54,10,17,58.8,5,6,83.3,26,48.1,28,51.9,10,18.5,5,9.3,3,5.6
Vit Krejci,OKC,30,8,22,690,125,14,28,50,9,10,90,39,31.2,78,62.4,11,8.8,14,11.2,5,4
Vlatko Cancar,DEN,15,7,8,176,17,1,4,25,3,4,75,5,29.4,8,47.1,1,5.9,1,5.9,2,11.8
Wayne Ellington,LAL,43,15,28,810,28,6,8,75,0,0,0,12,42.9,18,64.3,3,10.7,2,7.1,0,0
Wayne Selden,NYK,3,2,1,19,5,0,2,0,2,4,50,2,40,1,20,0,0,0,0,2,40
Wendell Carter Jr.,ORL,62,16,46,1852,176,52,92,56.5,26,39,66.7,136,77.3,42,23.9,9,5.1,16,9.1,20,11.4
Wenyen Gabriel,LAL,25,8,17,357,26,8,15,53.3,2,2,100,19,73.1,7,26.9,2,7.7,2,7.7,1,3.8
Wes Iwundu,ATL,3,2,1,82,7,2,3,66.7,2,2,100,6,85.7,3,42.9,0,0,0,0,1,14.3
Wesley Matthews,MIL,49,33,16,1002,62,17,33,51.5,4,4,100,39,62.9,21,33.9,7,11.3,3,4.8,2,3.2
Will Barton,DEN,71,41,30,2276,434,96,201,47.8,46,54,85.2,245,56.5,169,38.9,52,12,23,5.3,27,6.2
Willie Cauley-Stein,PHI,20,12,8,183,5,1,3,33.3,0,0,0,2,40,2,40,0,0,0,0,0,0
Willy Hernangomez,NOP,50,22,28,839,11,3,7,42.9,1,2,50,8,72.7,2,18.2,0,0,0,0,1,9.1
Xavier Moon,LAC,10,7,3,137,16,3,12,25,0,0,0,6,37.5,4,25,0,0,0,0,0,0
Xavier Sneed,UTA,9,7,2,39,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xavier Tillman,MEM,53,35,18,701,33,5,13,38.5,11,16,68.8,22,66.7,8,24.2,0,0,4,12.1,8,24.2
Yuta Watanabe,TOR,38,21,17,445,43,9,20,45,5,8,62.5,23,53.5,13,30.2,2,4.7,3,7,4,9.3
Yves Pons,MEM,12,9,3,71,3,0,0,0,0,0,0,0,0,2,66.7,1,33.3,1,33.3,0,0
Zach Collins,SAS,28,14,14,502,11,2,2,100,0,0,0,4,36.4,5,45.5,3,27.3,4,36.4,0,0
Zach LaVine,CHI,67,37,30,2328,661,168,331,50.8,142,163,87.1,498,75.3,184,27.8,45,6.8,41,6.2,81,12.3
Zavier Simpson,OKC,4,1,3,174,82,18,38,47.4,4,4,100,41,50,38,46.3,7,8.5,3,3.7,2,2.4
Zeke Nnaji,DEN,41,24,17,698,24,3,8,37.5,9,16,56.3,15,62.5,7,29.2,2,8.3,1,4.2,8,33.3
Ziaire Williams,MEM,61,40,21,1321,76,19,42,45.2,5,6,83.3,43,56.6,24,31.6,8,10.5,4,5.3,3,3.9
Zylan Cheatham,UTA,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0